Flow cell,Illumina lane,Lib,BCNumber,BC,Lib_BC,individual,slide ID,Testis Sample,,Testis slide ID,,Ind-Slide-sample,seqsample
FC2,WTCHG_107222,13,4,BC4,Lib 13_4,5,J,17,,Testis 5J,J17,5J17,WTCHG_107222_04
FC2,WTCHG_107222,13,5,BC5,Lib 13_5,5,J,18,,Testis 5J,J18,5J18,WTCHG_107222_05
FC2,WTCHG_107222,13,6,BC6,Lib 13_6,5,J,19,,Testis 5J,J19,5J19,WTCHG_107222_06
FC2,WTCHG_107222,13,7,BC7,Lib 13_7,5,J,20,,Testis 5J,J20,5J20,WTCHG_107222_07
FC2,WTCHG_107222,13,8,BC8,Lib 13_8,5,J,22,,Testis 5J,J22,5J22,WTCHG_107222_08
FC2,WTCHG_107222,13,9,BC9,Lib 13_9,5,J,23,,Testis 5J,J23,5J23,WTCHG_107222_09
FC2,WTCHG_107222,13,10,BC10,Lib 13_10,5,J,24,,Testis 5J,J24,5J24,WTCHG_107222_10
FC2,WTCHG_107222,13,11,BC11,Lib 13_11,5,J,25,,Testis 5J,J25,5J25,WTCHG_107222_11
FC2,WTCHG_107222,13,12,BC12,Lib 13_12,5,J,26,,Testis 5J,J26,5J26,WTCHG_107222_12
FC2,WTCHG_107222,13,13,BC13,Lib 13_13,5,J,27,,Testis 5J,J27,5J27,WTCHG_107222_13
FC2,WTCHG_107222,13,14,BC14,Lib 13_14,4,B,6,,Testis 4B,B6,4B6,WTCHG_107222_14
FC2,WTCHG_107222,13,15,BC15,Lib 13_15,4,B,7,,Testis 4B,B7,4B7,WTCHG_107222_15
FC2,WTCHG_107222,13,16,BC16,Lib 13_16,4,B,9,,Testis 4B,B9,4B9,WTCHG_107222_16
FC2,WTCHG_107222,13,17,BC17,Lib 13_17,4,B,13,,Testis 4B,B13,4B13,WTCHG_107222_17
FC2,WTCHG_107222,13,18,BC18,Lib 13_18,4,B,14,,Testis 4B,B14,4B14,WTCHG_107222_18
FC2,WTCHG_107223,14,1,BC1,Lib 14_1,4,B,15,,Testis 4B,B15,4B15,WTCHG_107223_01
FC2,WTCHG_107223,14,2,BC2,Lib 14_2,4,B,16,,Testis 4B,B16,4B16,WTCHG_107223_02
FC2,WTCHG_107223,14,3,BC3,Lib 14_3,4,B,17,,Testis 4B,B17,4B17,WTCHG_107223_03
FC2,WTCHG_107223,14,4,BC4,Lib 14_4,4,B,18,,Testis 4B,B18,4B18,WTCHG_107223_04
FC2,WTCHG_107223,14,5,BC5,Lib 14_5,4,B,20,,Testis 4B,B20,4B20,WTCHG_107223_05
FC2,WTCHG_107223,14,6,BC6,Lib 14_6,4,B,21,,Testis 4B,B21,4B21,WTCHG_107223_06
FC2,WTCHG_107223,14,7,BC7,Lib 14_7,4,B,1,,Testis 4B,B1,4B1,WTCHG_107223_07
FC2,WTCHG_107223,14,8,BC8,Lib 14_8,4,B,3,,Testis 4B,B3,4B3,WTCHG_107223_08
FC2,WTCHG_107223,14,9,BC9,Lib 14_9,4,B,4,,Testis 4B,B4,4B4,WTCHG_107223_09
FC2,WTCHG_107223,14,10,BC10,Lib 14_10,4,B,10,,Testis 4B,B10,4B10,WTCHG_107223_10
FC2,WTCHG_107223,14,11,BC11,Lib 14_11,4,B,12,,Testis 4B,B12,4B12,WTCHG_107223_11
FC2,WTCHG_107223,14,12,BC12,Lib 14_12,4,F,7,,Testis 4F,F7,4F7,WTCHG_107223_12
FC2,WTCHG_107223,14,13,BC13,Lib 14_13,4,C,1,,Testis 4C,C1,4C1,WTCHG_107223_13
FC2,WTCHG_107223,14,14,BC14,Lib 14_14,4,C,6,,Testis 4C,C6,4C6,WTCHG_107223_14
FC2,WTCHG_107223,14,15,BC15,Lib 14_15,4,C,8,,Testis 4C,C8,4C8,WTCHG_107223_15
FC2,WTCHG_107223,14,16,BC16,Lib 14_16,4,C,11,,Testis 4C,C11,4C11,WTCHG_107223_16
FC2,WTCHG_107223,14,17,BC17,Lib 14_17,4,C,2,,Testis 4C,C2,4C2,WTCHG_107223_17
FC2,WTCHG_107223,14,18,BC18,Lib 14_18,4,C,3,,Testis 4C,C3,4C3,WTCHG_107223_18
FC2,WTCHG_107224,15,1,BC1,LIB 15_1,4,F,21,,Testis 4F,F21,4F21,WTCHG_107224_01
FC2,WTCHG_107224,15,2,BC2,LIB 15_2,4,F,22,,Testis 4F,F22,4F22,WTCHG_107224_02
FC2,WTCHG_107224,15,3,BC3,LIB 15_3,4,G,6,,Testis 4G,G6,4G6,WTCHG_107224_03
FC2,WTCHG_107224,15,4,BC4,LIB 15_4,4,G,13,,Testis 4G,G13,4G13,WTCHG_107224_04
FC2,WTCHG_107224,15,5,BC5,LIB 15_5,4,G,15,,Testis 4G,G15,4G15,WTCHG_107224_05
FC2,WTCHG_107224,15,6,BC6,LIB 15_6,4,G,19,,Testis 4G,G19,4G19,WTCHG_107224_06
FC2,WTCHG_107224,15,7,BC7,LIB 15_7,14,D,10b,,Testis 14D,D10b,14D10b,WTCHG_107224_07
FC2,WTCHG_107224,15,8,BC8,LIB 15_8,5,J,7,,Testis 5J,J7,5J7,WTCHG_107224_08
FC2,WTCHG_107224,15,9,BC9,LIB 15_9,5,J,8,,Testis 5J,J8,5J8,WTCHG_107224_09
FC2,WTCHG_107224,15,10,BC10,LIB 15_10,5,J,13,,Testis 5J,J13,5J13,WTCHG_107224_10
FC2,WTCHG_107224,15,11,BC11,LIB 15_11,5,J,14,,Testis 5J,J14,5J14,WTCHG_107224_11
FC2,WTCHG_107224,15,12,BC12,LIB 15_12,5,J,15,,Testis 5J,J15,5J15,WTCHG_107224_12
FC2,WTCHG_107224,15,13,BC13,LIB 15_13,5,J,21,,Testis 5J,J21,5J21,WTCHG_107224_13
FC2,WTCHG_107224,15,14,BC14,LIB 15_14,4,D,3,,Testis 4D,D3,4D3,WTCHG_107224_14
FC2,WTCHG_107224,15,15,BC15,LIB 15_15,4,D,6,,Testis 4D,D6,4D6,WTCHG_107224_15
FC2,WTCHG_107224,15,16,BC16,LIB 15_16,4,D,14,,Testis 4D,D14,4D14,WTCHG_107224_16
FC2,WTCHG_107224,15,17,BC17,LIB 15_17,4,D,23,,Testis 4D,D23,4D23,WTCHG_107224_17
FC2,WTCHG_107224,15,18,BC18,LIB 15_18,4,D,25,,Testis 4D,D25,4D25,WTCHG_107224_18
FC2,WTCHG_107225,16,1,BC1,Lib 16_1,4,D,27,,Testis 4D,D27,4D27,WTCHG_107225_01
FC2,WTCHG_107225,16,2,BC2,Lib 16_2,4,E,3,,Testis 4E,E3,4.00E+03,WTCHG_107225_02
FC2,WTCHG_107225,16,3,BC3,Lib 16_3,4,F,2,,Testis 4F,F2,4F2,WTCHG_107225_03
FC2,WTCHG_107225,16,4,BC4,Lib 16_4,4,F,3,,Testis 4F,F3,4F3,WTCHG_107225_04
FC2,WTCHG_107225,16,5,BC5,Lib 16_5,4,F,11,,Testis 4F,F11,4F11,WTCHG_107225_05
FC2,WTCHG_107225,16,6,BC6,Lib 16_6,4,F,12,,Testis 4F,F12,4F12,WTCHG_107225_06
FC2,WTCHG_107225,16,7,BC7,Lib 16_7,4,D,4R,,Testis 4D,D4R,4D4R,WTCHG_107225_07
FC2,WTCHG_107225,16,8,BC8,Lib 16_8,4,D,10R,,Testis 4D,D10R,4D10R,WTCHG_107225_08
FC2,WTCHG_107225,16,9,BC9,Lib 16_9,4,D,13R,,Testis 4D,D13R,4D13R,WTCHG_107225_09
FC2,WTCHG_107225,16,10,BC10,Lib 16_10,4,D,28R,,Testis 4D,D28R,4D28R,WTCHG_107225_10
FC2,WTCHG_107225,16,11,BC11,Lib 16_11,3,D,5R,,Testis 3D,D5R,3D5R,WTCHG_107225_11
FC2,WTCHG_107225,16,12,BC12,Lib 16_12,3,D,13R,,Testis 3D,D13R,3D13R,WTCHG_107225_12
FC2,WTCHG_107225,16,13,BC13,Lib 16_13,3,D,16R,,Testis 3D,D16R,3D16R,WTCHG_107225_13
FC2,WTCHG_107225,16,14,BC14,Lib 16_14,3,D,32R,,Testis 3D,D32R,3D32R,WTCHG_107225_14
FC2,WTCHG_107225,16,15,BC15,Lib 16_15,5,J,17R,,Testis 5J,J17R,5J17R,WTCHG_107225_15
FC2,WTCHG_107225,16,16,BC16,Lib 16_16,5,J,25R,,Testis 5J,J25R,5J25R,WTCHG_107225_16
FC2,WTCHG_107225,16,17,BC17,Lib 16_17,5,J,26R,,Testis 5J,J26R,5J26R,WTCHG_107225_17
FC2,WTCHG_107225,16,18,BC18,Lib 16_18,5,J,27R,,Testis 5J,J27R,5J27R,WTCHG_107225_18
